region,region_abbrev,period,period_start,period_mid,craftsmen_real_wage_mean,craftsmen_real_wage_n_cities,craftsmen_welfare_ratio_mean,craftsmen_welfare_ratio_n_cities,labourers_real_wage_mean,labourers_real_wage_n_cities,labourers_welfare_ratio_mean,labourers_welfare_ratio_n_cities
France,FRA,1500-1524,1500,1512.5,8.029047833630333,2.0,1.5358592797280153,2.0,5.679145823482012,2.0,1.0863515817391303,2.0
France,FRA,1525-1549,1525,1537.5,7.672381643052027,2.0,1.4676333717603889,2.0,5.0538284648735265,2.0,0.9667359700384326,2.0
France,FRA,1550-1574,1550,1562.5,6.879017359576997,2.0,1.315872425477802,2.0,4.1586814675875825,2.0,0.7955052274908867,2.0
France,FRA,1575-1599,1575,1587.5,6.245017842664241,2.0,1.1945960224010925,2.0,3.905022151675655,2.0,0.7469832828835841,2.0
France,FRA,1600-1624,1600,1612.5,6.259473726827934,2.0,1.1973612573703605,2.0,4.340687724795508,2.0,0.8303208127126482,2.0
France,FRA,1625-1649,1625,1637.5,5.238845256240375,2.0,1.002127433860089,2.0,3.380783254496099,2.0,0.6467027525254097,2.0
France,FRA,1650-1674,1650,1662.5,6.677345052761938,2.0,1.2772949639525772,2.0,3.8418889364944864,2.0,0.7349066660288528,2.0
France,FRA,1675-1699,1675,1687.5,5.8105400363029664,2.0,1.111485697918928,2.0,3.298151858168055,2.0,0.6308963705636861,2.0
France,FRA,1700-1724,1700,1712.5,5.632977203621207,2.0,1.0775200858115002,2.0,3.5711877433820716,2.0,0.6831248174099286,2.0
France,FRA,1725-1749,1725,1737.5,5.047337330312629,2.0,0.9654942948787006,2.0,3.2610404889884093,2.0,0.6237974166255577,2.0
France,FRA,1750-1774,1750,1762.5,5.224213521601891,2.0,0.9993285608319686,2.0,3.444623341722417,2.0,0.6589145854123054,2.0
France,FRA,1775-1799,1775,1787.5,5.26202486209203,2.0,1.0065614107755811,2.0,3.177862953832447,2.0,0.6078865649428586,2.0
France,FRA,1800-1824,1800,1812.5,5.916337280342558,1.0,1.1317234250311339,1.0,4.589276228612516,1.0,0.8778727725878737,1.0
France,FRA,1825-1849,1825,1837.5,6.877891686875782,2.0,1.3156570979694946,2.0,3.9217185228721854,1.0,0.8879046406000559,2.0
France,FRA,1850-1874,1850,1862.5,7.020444526272791,2.0,1.340130430967849,2.0,4.03188057636447,1.0,0.891790600779093,2.0
France,FRA,1875-1899,1875,1887.5,12.150117606955797,1.0,1.7747136946617506,2.0,,,1.0644829643661153,2.0
Spain,ESP,1500-1524,1500,1512.5,9.805920670988195,1.0,1.8757534605450683,1.0,6.333110423961582,1.0,1.21144706268186,1.0
Spain,ESP,1525-1549,1525,1537.5,8.000539767312052,1.0,1.5304060330779405,1.0,5.146450381454125,1.0,0.9844534171173579,1.0
Spain,ESP,1550-1574,1550,1562.5,6.943598635588789,2.0,1.3282260387722618,2.0,4.185581222072481,2.0,0.8006508236318126,2.0
Spain,ESP,1575-1599,1575,1587.5,6.934680638549209,2.0,1.3265201343121518,2.0,4.273738735637528,2.0,0.8175142846663206,2.0
Spain,ESP,1600-1624,1600,1612.5,7.253696674735367,2.0,1.3875440252779403,2.0,4.25850739281131,2.0,0.8146007138784642,2.0
Spain,ESP,1625-1649,1625,1637.5,7.141197710549342,2.0,1.3660243405425747,2.0,4.017030583069407,1.0,0.7684091346568559,1.0
Spain,ESP,1650-1674,1650,1662.5,7.155828219384059,2.0,1.3688229790893303,2.0,3.647109875502848,1.0,0.6976477986613316,1.0
Spain,ESP,1675-1699,1675,1687.5,7.493611614046374,2.0,1.433436837666329,2.0,3.895851049639079,1.0,0.7452289625133394,1.0
Spain,ESP,1700-1724,1700,1712.5,7.73758119779088,2.0,1.480105254261869,2.0,3.7161208262555254,1.0,0.7108487549032909,1.0
Spain,ESP,1725-1749,1725,1737.5,7.332547252769504,2.0,1.4026271826454173,2.0,4.020911367095377,2.0,0.7691514814808393,2.0
Spain,ESP,1750-1774,1750,1762.5,5.733032955738546,2.0,1.0966595352909159,2.0,3.2597250638407917,2.0,0.6235457917801689,2.0
Spain,ESP,1775-1799,1775,1787.5,4.95912385748176,2.0,0.9486201295166707,2.0,2.8140370292097265,2.0,0.5382910868592793,2.0
Spain,ESP,1800-1824,1800,1812.5,7.220060253655756,1.0,1.381109786682976,1.0,4.56757431774613,1.0,0.873721460765772,1.0
Spain,ESP,1825-1849,1825,1837.5,9.862661603522946,1.0,1.8866073114100368,1.0,4.775439281027435,1.0,0.9134835022183965,1.0
Spain,ESP,1850-1874,1850,1862.5,9.427514157949894,1.0,1.8033688930842697,1.0,4.947062169077054,1.0,0.9463128751012766,1.0
Spain,ESP,1875-1899,1875,1887.5,9.16069557990948,1.0,1.7523297415461832,1.0,4.473463913496454,1.0,0.8557192840841982,1.0
Italy,ITA,1500-1524,1500,1512.5,8.65142851374243,2.0,1.8050721437060173,1.0,4.19785329962763,1.0,0.9411671111823526,1.0
Italy,ITA,1525-1549,1525,1537.5,8.315100367361646,3.0,1.634412806136066,2.0,4.705603439445742,2.0,0.9001247543851105,2.0
Italy,ITA,1550-1574,1550,1562.5,7.2083885244946115,3.0,1.3327181192121986,2.0,3.8806835341787416,2.0,0.7423276011249311,2.0
Italy,ITA,1575-1599,1575,1587.5,7.045155547481801,3.0,1.3021142360157132,2.0,3.841504454899272,2.0,0.7348331193719977,2.0
Italy,ITA,1600-1624,1600,1612.5,7.129834256367878,3.0,1.3731884824708298,2.0,4.334882283160463,3.0,0.8008480649998185,3.0
Italy,ITA,1625-1649,1625,1637.5,8.230447653080798,2.0,1.5743846177317224,2.0,5.0456820184413145,2.0,0.9651776538334507,2.0
Italy,ITA,1650-1674,1650,1662.5,7.516575879062385,1.0,1.437829622496834,1.0,3.7594732323198095,1.0,0.7191415433549275,1.0
Italy,ITA,1675-1699,1675,1687.5,6.600732760623197,1.0,1.2626399634767218,1.0,3.4164796832950297,1.0,0.6535310455633898,1.0
Italy,ITA,1700-1724,1700,1712.5,6.696487936498727,1.0,1.2809567649826763,1.0,3.5233331777153882,1.0,0.6739708205376372,1.0
Italy,ITA,1725-1749,1725,1737.5,6.787685206574631,2.0,1.2984016944978873,2.0,4.117570489549344,2.0,0.787641196982281,2.0
Italy,ITA,1750-1774,1750,1762.5,5.926053136863975,2.0,1.1335819503143463,2.0,3.554819644396789,2.0,0.6799937989829671,2.0
Italy,ITA,1775-1799,1775,1787.5,4.4039907457944185,2.0,0.8424299113567939,2.0,2.7026238025780547,2.0,0.5169790905239275,2.0
Italy,ITA,1800-1824,1800,1812.5,3.6914897069889623,2.0,0.7061371211106531,2.0,1.9992877720867748,2.0,0.3824394549929888,2.0
Italy,ITA,1825-1849,1825,1837.5,4.37135252184092,1.0,0.8361866157417326,1.0,2.18567626092046,1.0,0.4180933078708663,1.0
Italy,ITA,1850-1874,1850,1862.5,3.6431814182945192,1.0,0.6968963325368985,1.0,2.83593128697347,2.0,0.5424791923054014,2.0
Italy,ITA,1875-1899,1875,1887.5,5.404305129602949,1.0,1.033777896927716,1.0,3.352846967215326,2.0,0.6413588802568193,2.0
Germany,DEU,1500-1524,1500,1512.5,8.705223063225867,1.0,1.6652033841119294,1.0,5.0622275490052,1.0,0.9683426127652092,1.0
Germany,DEU,1525-1549,1525,1537.5,6.279109831020811,1.0,1.2011174054799802,1.0,4.091480212033994,1.0,0.7826504439486786,1.0
Germany,DEU,1550-1574,1550,1562.5,4.5299376506221485,2.0,0.8665220237144343,2.0,3.1560714707488997,2.0,0.6037181190441164,2.0
Germany,DEU,1575-1599,1575,1587.5,4.491062723856453,2.0,0.8590857226412542,2.0,2.9131698610315366,2.0,0.5572539929017013,2.0
Germany,DEU,1600-1624,1600,1612.5,4.06578147619047,2.0,0.7777345880787916,2.0,2.6263736789398573,2.0,0.5023933684810706,2.0
Germany,DEU,1625-1649,1625,1637.5,5.032756497661426,2.0,0.9627051587821744,2.0,3.2724077901234168,2.0,0.6259718431946133,2.0
Germany,DEU,1650-1674,1650,1662.5,7.033464698748247,2.0,1.3454163245814907,2.0,4.521213869973717,2.0,0.8648532704897887,2.0
Germany,DEU,1675-1699,1675,1687.5,6.413180671469192,2.0,1.2267635279979072,2.0,4.089271623859723,2.0,0.7822279678702146,2.0
Germany,DEU,1700-1724,1700,1712.5,6.035074445040644,2.0,1.154436401716402,2.0,3.991364866690979,2.0,0.7634995950093817,2.0
Germany,DEU,1725-1749,1725,1737.5,6.0100494142628555,2.0,1.1496494174385705,2.0,3.732870309424955,2.0,0.7140527274900111,2.0
Germany,DEU,1750-1774,1750,1762.5,5.062096062283082,2.0,0.9683174609531252,2.0,3.371994341818869,2.0,0.6450215403351542,2.0
Germany,DEU,1775-1799,1775,1787.5,4.743583116057878,2.0,0.9073898049832017,2.0,3.18174152796462,1.0,0.6086284890410141,1.0
Germany,DEU,1800-1824,1800,1812.5,3.8130151545453206,1.0,0.9775137532544498,2.0,4.042494331755537,1.0,0.7732800403391519,1.0
Germany,DEU,1825-1849,1825,1837.5,,,1.2290749239917065,1.0,3.9529781779319313,1.0,0.7561566879336921,1.0
Germany,DEU,1850-1874,1850,1862.5,,,1.2687113083710768,1.0,4.641298990618895,1.0,0.887824094767063,1.0
Germany,DEU,1875-1899,1875,1887.5,,,2.0779629810474467,1.0,6.964958528942215,1.0,1.33231192680041,1.0
Austria,AUT,1500-1524,1500,1512.5,10.06393843803758,1.0,1.925109123890061,1.0,6.712503135206476,1.0,1.2840202778750716,1.0
Austria,AUT,1525-1549,1525,1537.5,8.571465508908647,1.0,1.6396171894237679,1.0,5.670856110350278,1.0,1.08476586035554,1.0
Austria,AUT,1550-1574,1550,1562.5,6.954036462922582,1.0,1.3302226682983254,1.0,4.8721501793484805,1.0,0.931983121814018,1.0
Austria,AUT,1575-1599,1575,1587.5,6.09403137716175,1.0,1.1657141463729006,1.0,4.026421002967083,1.0,0.7702054078687278,1.0
Austria,AUT,1600-1624,1600,1612.5,5.28946509130824,1.0,1.0118103931646332,1.0,4.1189538105350065,1.0,0.787905809476402,1.0
Austria,AUT,1625-1649,1625,1637.5,5.872452378854534,1.0,1.1233287766759432,1.0,4.682986455174952,1.0,0.8957984001409299,1.0
Austria,AUT,1650-1674,1650,1662.5,6.806402673740582,1.0,1.3019821185077456,1.0,4.744482952401471,1.0,0.9075619327407118,1.0
Austria,AUT,1675-1699,1675,1687.5,6.518738942162522,1.0,1.2469555424130325,1.0,4.283080927719495,1.0,0.8193013324831228,1.0
Austria,AUT,1700-1724,1700,1712.5,6.240954361335486,1.0,1.1938187278032664,1.0,4.283649747461295,1.0,0.8194101407873,1.0
Austria,AUT,1725-1749,1725,1737.5,6.974028136444156,1.0,1.334046832499564,1.0,4.358767585277597,1.0,0.8337792703122276,1.0
Austria,AUT,1750-1774,1750,1762.5,5.811874480607359,1.0,1.1117409608978825,1.0,3.6324215503795987,1.0,0.6948381005611766,1.0
Austria,AUT,1775-1799,1775,1787.5,5.492113146160706,1.0,1.0505745034318983,1.0,3.4325707163504418,1.0,0.6566090646449364,1.0
Austria,AUT,1800-1824,1800,1812.5,4.285773496774846,1.0,0.8198163882226897,1.0,2.678608435484279,1.0,0.5123852426391811,1.0
Austria,AUT,1825-1849,1825,1837.5,,,,,,,,
Austria,AUT,1850-1874,1850,1862.5,,,,,,,,
Austria,AUT,1875-1899,1875,1887.5,,,,,,,,
Switzerland,CHE,1500-1524,1500,1512.5,,,,,,,,
Switzerland,CHE,1525-1549,1525,1537.5,,,,,,,,
Switzerland,CHE,1550-1574,1550,1562.5,,,,,,,,
Switzerland,CHE,1575-1599,1575,1587.5,,,,,,,,
Switzerland,CHE,1600-1624,1600,1612.5,,,,,,,,
Switzerland,CHE,1625-1649,1625,1637.5,,,,,,,,
Switzerland,CHE,1650-1674,1650,1662.5,,,,,,,,
Switzerland,CHE,1675-1699,1675,1687.5,,,,,,,,
Switzerland,CHE,1700-1724,1700,1712.5,,,,,,,,
Switzerland,CHE,1725-1749,1725,1737.5,,,,,,,,
Switzerland,CHE,1750-1774,1750,1762.5,,,,,,,,
Switzerland,CHE,1775-1799,1775,1787.5,,,,,,,,
Switzerland,CHE,1800-1824,1800,1812.5,,,,,,,,
Switzerland,CHE,1825-1849,1825,1837.5,,,,,,,,
Switzerland,CHE,1850-1874,1850,1862.5,,,,,,,,
Switzerland,CHE,1875-1899,1875,1887.5,,,,,,,,
Netherlands,NLD,1500-1524,1500,1512.5,10.627304429499532,1.0,2.032874191902963,1.0,7.075645991417312,1.0,1.3534850932722629,1.0
Netherlands,NLD,1525-1549,1525,1537.5,9.546304739289793,1.0,1.8260920877239855,1.0,6.575000941468647,1.0,1.2577177791714715,1.0
Netherlands,NLD,1550-1574,1550,1562.5,7.485090234215711,1.0,1.4318068012585008,1.0,4.686583544598801,1.0,0.8964864796350501,1.0
Netherlands,NLD,1575-1599,1575,1587.5,8.52393685319634,1.0,1.6305255351652153,1.0,5.98101440776825,1.0,1.1440953735362638,1.0
Netherlands,NLD,1600-1624,1600,1612.5,10.323911238932958,1.0,1.9748387614517688,1.0,7.102443229699957,1.0,1.3586110793094976,1.0
Netherlands,NLD,1625-1649,1625,1637.5,8.90083115072722,1.0,1.7026208341762372,1.0,6.217711974542028,1.0,1.1893727416565352,1.0
Netherlands,NLD,1650-1674,1650,1662.5,9.565359308846855,1.0,1.8297369953247173,1.0,6.628204350121078,1.0,1.26789494470656,1.0
Netherlands,NLD,1675-1699,1675,1687.5,10.25451683182222,1.0,1.9615644546683626,1.0,7.5105436977994735,1.0,1.4366757395257006,1.0
Netherlands,NLD,1700-1724,1700,1712.5,9.846943137217353,1.0,1.8836005598202132,1.0,7.588619061047106,1.0,1.4516106077251083,1.0
Netherlands,NLD,1725-1749,1725,1737.5,10.301072440979931,1.0,1.970469976945707,1.0,7.839572407008293,1.0,1.499614933164407,1.0
Netherlands,NLD,1750-1774,1750,1762.5,9.554279967021701,1.0,1.8276176518722886,1.0,7.368724628255173,1.0,1.4095474749399954,1.0
Netherlands,NLD,1775-1799,1775,1787.5,8.625686956283538,1.0,1.649989093395021,1.0,6.6773344157719405,1.0,1.2772929292256539,1.0
Netherlands,NLD,1800-1824,1800,1812.5,7.427319274094019,1.0,1.4207559186332843,1.0,5.636542690221547,1.0,1.0782021200695278,1.0
Netherlands,NLD,1825-1849,1825,1837.5,7.4375825637558215,1.0,1.4227191612237184,1.0,5.6443314317830735,1.0,1.0796920116796596,1.0
Netherlands,NLD,1850-1874,1850,1862.5,6.354391257488003,1.0,1.2155178275258556,1.0,4.822304827816982,1.0,0.9224483117982778,1.0
Netherlands,NLD,1875-1899,1875,1887.5,10.081418334159952,1.0,1.928452815598532,1.0,7.6507206330383815,1.0,1.46348988377438,1.0
Belgium,BEL,1500-1524,1500,1512.5,12.190541387650796,1.0,2.3319024251803877,1.0,7.364762484220014,1.0,1.4087895649349595,1.0
Belgium,BEL,1525-1549,1525,1537.5,11.77147016188481,1.0,2.251739192341773,1.0,6.586389195051044,1.0,1.2598962136890939,1.0
Belgium,BEL,1550-1574,1550,1562.5,11.431067116676322,1.0,2.18662422644989,1.0,6.070327267202609,1.0,1.1611798381955412,1.0
Belgium,BEL,1575-1599,1575,1587.5,11.066399556375611,1.0,2.1168677536888625,1.0,6.69241125863743,1.0,1.280176946048542,1.0
Belgium,BEL,1600-1624,1600,1612.5,13.13874809649628,1.0,2.5132828457553917,1.0,7.871388602183637,1.0,1.505700984663691,1.0
Belgium,BEL,1625-1649,1625,1637.5,9.487476882303673,1.0,1.8148390335722593,1.0,5.692486129382204,1.0,1.0889034201433554,1.0
Belgium,BEL,1650-1674,1650,1662.5,10.317503377211228,1.0,1.9736130153742186,1.0,6.190502026326737,1.0,1.1841678092245311,1.0
Belgium,BEL,1675-1699,1675,1687.5,10.863598605091063,1.0,2.078074396192173,1.0,6.518159163054637,1.0,1.2468446377153037,1.0
Belgium,BEL,1700-1724,1700,1712.5,10.763297219272904,1.0,2.0588879599707877,1.0,6.457978331563742,1.0,1.2353327759824726,1.0
Belgium,BEL,1725-1749,1725,1737.5,11.401619861821393,1.0,2.180991324445991,1.0,6.840971917092836,1.0,1.3085947946675947,1.0
Belgium,BEL,1750-1774,1750,1762.5,11.183399382446787,1.0,2.139248398607344,1.0,6.710039629468073,1.0,1.2835490391644064,1.0
Belgium,BEL,1775-1799,1775,1787.5,10.023852513480803,1.0,1.9174411736557722,1.0,6.014311508088482,1.0,1.1504647041934633,1.0
Belgium,BEL,1800-1824,1800,1812.5,8.651767052017847,1.0,1.6549778987776418,1.0,4.4686471433766535,1.0,0.9924226857423996,1.0
Belgium,BEL,1825-1849,1825,1837.5,11.403469074951593,1.0,2.181345056445733,1.0,4.929489876094741,1.0,1.310442157713493,1.0
Belgium,BEL,1850-1874,1850,1862.5,10.004298547941737,1.0,1.9137007376724586,1.0,4.212564496425515,1.0,1.169296324192966,1.0
Belgium,BEL,1875-1899,1875,1887.5,12.552076232826312,1.0,2.4010596476074437,1.0,5.719508068780658,1.0,1.483396319017268,1.0
Portugal,PRT,1500-1524,1500,1512.5,,,,,,,,
Portugal,PRT,1525-1549,1525,1537.5,,,,,,,,
Portugal,PRT,1550-1574,1550,1562.5,,,,,,,,
Portugal,PRT,1575-1599,1575,1587.5,,,,,,,,
Portugal,PRT,1600-1624,1600,1612.5,,,,,,,,
Portugal,PRT,1625-1649,1625,1637.5,,,,,,,,
Portugal,PRT,1650-1674,1650,1662.5,,,,,,,,
Portugal,PRT,1675-1699,1675,1687.5,,,,,,,,
Portugal,PRT,1700-1724,1700,1712.5,,,,,,,,
Portugal,PRT,1725-1749,1725,1737.5,,,,,,,,
Portugal,PRT,1750-1774,1750,1762.5,,,,,,,,
Portugal,PRT,1775-1799,1775,1787.5,,,,,,,,
Portugal,PRT,1800-1824,1800,1812.5,,,,,,,,
Portugal,PRT,1825-1849,1825,1837.5,,,,,,,,
Portugal,PRT,1850-1874,1850,1862.5,,,,,,,,
Portugal,PRT,1875-1899,1875,1887.5,,,,,,,,
